customer_key,channel_name,niche_term,orders_count,total_spend
"087571e5dcd823164fd3e78520073e2cb252ae912d84679f9fc215904ea17898","Online Web","Oriente Petrolero",2,"343.99"
"08b6354f6993d03f9e283415fde7d6bab89f14bd95658c3f62004ea057e3cbfa","Online Web","Oriente Petrolero",1,"29.99"
"08e3c5d555e233a2a608f147a456fe53fe74689205b399ebc853071870671fea","Manual Admin","Oriente Petrolero",1,"69.99"
"08eff4a02d26386584479f61044128099258d4e9d926bc6ba819aaa87952ebf6","Online Web","Formula 1",1,"659.93"
"08f9dc52ce0a468083a16d20f1529a3a51e703927fc537b5355f0340a6e11568","Online Web","Oriente Petrolero",1,"1499.85"
"091e10eb68ce85e8ca95abb76fc5430ddb12c4962eef52def0be400edfd6db4c","Manual Admin","Chelsea",1,"15.00"
"091e10eb68ce85e8ca95abb76fc5430ddb12c4962eef52def0be400edfd6db4c","Manual Admin","Oriente Petrolero",1,"779.94"
"091e10eb68ce85e8ca95abb76fc5430ddb12c4962eef52def0be400edfd6db4c","Online Web","Chelsea",1,"15.00"
"091e10eb68ce85e8ca95abb76fc5430ddb12c4962eef52def0be400edfd6db4c","Online Web","Oriente Petrolero",1,"779.94"
"092349394da2e807dc7f3b315f4664fccca2953f72a9215ef93156a8e23c8175","Manual Admin","PSG",1,"119.98"
"0933a96706a130d22fd17c0954c3d5abf74b88434a60f1bfddf3c389fe48e11a","Manual Admin","Netflix",1,"139.99"
"096da3a7916a51507eaaf631a9e199d039cdda2a57829d4f389c19080ae09ae2","Online Web","Liverpool",1,"775.00"
"096da3a7916a51507eaaf631a9e199d039cdda2a57829d4f389c19080ae09ae2","Online Web","Oriente Petrolero",1,"65.00"
"096da3a7916a51507eaaf631a9e199d039cdda2a57829d4f389c19080ae09ae2","Point of Sale","Liverpool",1,"775.00"
"096da3a7916a51507eaaf631a9e199d039cdda2a57829d4f389c19080ae09ae2","Point of Sale","Oriente Petrolero",1,"65.00"
"0974f5f00c4b1f7d88c8e9cdabb536469f9bb7a52d4976f6f8fc40d18b055d01","Other Channels","Oriente Petrolero",1,"50.00"
"09790577cd8e7edf000927366be520a3b2652e51f5766dcafc5ae69abbad771f","Manual Admin","PSG",1,"1714.93"
"097c158b12369e63bcf036ad09d65855dee08fb6d0dc30651993e96cb3e1e8dc","Manual Admin","Liverpool",1,"620.00"
"097c158b12369e63bcf036ad09d65855dee08fb6d0dc30651993e96cb3e1e8dc","Manual Admin","Oriente Petrolero",1,"124.99"
"097c158b12369e63bcf036ad09d65855dee08fb6d0dc30651993e96cb3e1e8dc","Online Web","Liverpool",1,"620.00"
"097c158b12369e63bcf036ad09d65855dee08fb6d0dc30651993e96cb3e1e8dc","Online Web","Oriente Petrolero",1,"124.99"
"098d036e711bd2f3d75b33b998ce1894ce0e2fd76ec50183045d9521832f7245","Online Web","Oriente Petrolero",1,"29.99"
"0992cbc4ff940751c109b3ca9b3e84cecc0091003acea2fea21892e19b3276aa","Other Channels","Oriente Petrolero",1,"149.97"
"099699e14229fc96c6258a524c97db46944ff99cd68a0aec6332ff9f0bd39988","Other Channels","Oriente Petrolero",1,"839.94"
"099bfe3ed8141132f8c7d451e9be313889f469b197776593040c59e472ee137d","Online Web","Oriente Petrolero",1,"336.00"
"09a5f07cc7896780924e676024235da5d050018dad4fe6d1e774a52a90f95e7e","Online Web","Oriente Petrolero",1,"519.94"
"09ac39da0f20c7f7b6b65e5e4ad24cb1c23cea16fecc87389f78948e5828fd11","Manual Admin","Oriente Petrolero",1,"199.96"
"09e301b674f05341ee371df65d453b302b40afdf7a4d071dadabc2d27a946d27","Online Web","Bolivia",1,"829.93"
"09e301b674f05341ee371df65d453b302b40afdf7a4d071dadabc2d27a946d27","Online Web","Manchester United",1,"49.99"
"09e301b674f05341ee371df65d453b302b40afdf7a4d071dadabc2d27a946d27","Other Channels","Manchester United",1,"49.99"
"09ff195f6bf379fb16fb9604814846c654c0d41969ac284c11104c9a02d3ebac","Point of Sale","Oriente Petrolero",1,"875.00"
"0a068ddef3318745f4bc9be9119cbb00e0435abca84b652d4ccb769a91e5490d","Manual Admin","Dr. Strange",1,"419.94"
"0a068ddef3318745f4bc9be9119cbb00e0435abca84b652d4ccb769a91e5490d","Manual Admin","Formula 1",1,"389.94"
"0a068ddef3318745f4bc9be9119cbb00e0435abca84b652d4ccb769a91e5490d","Manual Admin","Oriente Petrolero",1,"899.85"
"0a09d69aab48d61f1d54e94544fda067770a7747c0aab88cd347f461bba1556f","Manual Admin","Oriente Petrolero",1,"59.99"
"0a2a17053b8325ea06fe84b423ea6435a4cf15607b2b5a5dea4b6624331d2021","Manual Admin","Apparel",1,"359.97"
"0a2a17053b8325ea06fe84b423ea6435a4cf15607b2b5a5dea4b6624331d2021","Manual Admin","Daddy Yankee",1,"359.97"
"0a2a17053b8325ea06fe84b423ea6435a4cf15607b2b5a5dea4b6624331d2021","Manual Admin","Oriente Petrolero",1,"239.98"
"0a3f6c2f610163dc487cffee804771dbd93dcfd5cd12b5ee29eb3ffd20c84026","Online Web","Oriente Petrolero",3,"1499.87"
"0a5a3a5c981626d421dcc756963d30945efe008d28f9f53804b24b5107f98fe0","Manual Admin","Bolivia",1,"69.99"
"0a66f02270b3558d05f1eaeb070afdd11513d333bffd031f1e9f8a502c593d5a","Online Web","Oriente Petrolero",1,"649.93"
"0a80fdb79fab1d2d55dc6cb0b3c5872aea8c999c4896054be4b1791192f912cf","Online Web","Apparel",1,"116.00"
"0a80fdb79fab1d2d55dc6cb0b3c5872aea8c999c4896054be4b1791192f912cf","Online Web","Italia",1,"116.00"
"0a80fdb79fab1d2d55dc6cb0b3c5872aea8c999c4896054be4b1791192f912cf","Online Web","Oriente Petrolero",1,"2552.00"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1","Online Web","Formula 1",1,"419.97"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1","Online Web","Oriente Petrolero",1,"799.92"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1","Other Channels","Formula 1",6,"3073.83"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1","Other Channels","Oriente Petrolero",1,"799.92"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1","Other Channels","Portugal",1,"79.99"
"0aa81c0c09d2b1d010611fad1def3a4c61d9208316f981db6aa22976f4aa48d1","Other Channels","Tenis",1,"269.99"
"0abfe51eeaa95c4656543b7c9e56cb97f29edb443fc5e48fd92000d69a4cdb4f","Online Web","River Plate",1,"749.95"
"0af29ebee0ca7fdf05441e2897461b455db40d7d47bfa9fd78bea990ec4d1376","Online Web","Apparel",1,"145.00"
"0af29ebee0ca7fdf05441e2897461b455db40d7d47bfa9fd78bea990ec4d1376","Online Web","Italia",1,"145.00"
"0af29ebee0ca7fdf05441e2897461b455db40d7d47bfa9fd78bea990ec4d1376","Online Web","Oriente Petrolero",2,"5989.80"
"0af29ebee0ca7fdf05441e2897461b455db40d7d47bfa9fd78bea990ec4d1376","Online Web","PSG",1,"309.96"
"0af31546bcca55f1112bc98295a96805d507457d3cc709729692353506a2b0b8","Online Web","Oriente Petrolero",1,"65.00"
"0af31546bcca55f1112bc98295a96805d507457d3cc709729692353506a2b0b8","Online Web","Real Madrid",1,"59.99"
"0af31546bcca55f1112bc98295a96805d507457d3cc709729692353506a2b0b8","Point of Sale","Oriente Petrolero",1,"65.00"
"0af31546bcca55f1112bc98295a96805d507457d3cc709729692353506a2b0b8","Point of Sale","Real Madrid",1,"59.99"
"0afa5a0b2e8e22cb561cfe1f6359804bcddd74d32c4040761e0aaae75199f917","Manual Admin","PSG",1,"909.93"
"0afd2dcc1705f28479c2b439fb04de23ba55ecbd25cf9bb07e75388618ac15c2","Manual Admin","Oriente Petrolero",2,"544.00"
"0b0b1d7ef0875fec811c63602aed64089044a6b6513350f2053fa31f0a9e899e","Manual Admin","Apparel",1,"495.00"
"0b0b1d7ef0875fec811c63602aed64089044a6b6513350f2053fa31f0a9e899e","Manual Admin","Daddy Yankee",1,"495.00"
"0b0b1d7ef0875fec811c63602aed64089044a6b6513350f2053fa31f0a9e899e","Manual Admin","Oriente Petrolero",1,"330.00"
"0b0f649c6cea58bb7f3121a46105f0d7298a5c7e0e02bca72568e9719991d285","Manual Admin","Formula 1",1,"59.99"
"0b0f649c6cea58bb7f3121a46105f0d7298a5c7e0e02bca72568e9719991d285","Manual Admin","Tenis",1,"254.00"
"0b17ba4253f09696fdee056b2934d1af54f98bd66c30700aedc8e5a6edbcc26c","Online Web","Oriente Petrolero",1,"69.99"
"0b57ea2dfff943167cb01de2d5e64d5e631f1106675ffc0596a7d491173a8494","Manual Admin","Dr. Strange",2,"559.92"
"0b57ea2dfff943167cb01de2d5e64d5e631f1106675ffc0596a7d491173a8494","Manual Admin","Formula 1",2,"2189.82"
"0b57ea2dfff943167cb01de2d5e64d5e631f1106675ffc0596a7d491173a8494","Manual Admin","minions",1,"139.98"
"0b57ea2dfff943167cb01de2d5e64d5e631f1106675ffc0596a7d491173a8494","Manual Admin","Oriente Petrolero",1,"899.85"
"0b5d59e794ee4f7cdbb8db6c07286288490f4004a368bab6dc11f1cbe3dd3009","Online Web","Oriente Petrolero",1,"39.99"
"0b8f940884c730ad604c8accc7435565f9de804e1102e466aea736220185b85b","Online Web","Oriente Petrolero",1,"89.98"
"0b8f940884c730ad604c8accc7435565f9de804e1102e466aea736220185b85b","Other Channels","Oriente Petrolero",1,"59.99"
"0b938338602f4f5d73e6fe4183f1b12a1e5877d8067ba36304c4642e7bfc6da4","Other Channels","Oriente Petrolero",2,"2409.82"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Manual Admin","Apparel",1,"115.00"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Manual Admin","Boca Juniors",1,"115.00"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Manual Admin","Bolivia",1,"1399.90"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Manual Admin","EDM",1,"1399.90"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Manual Admin","Manchester United",1,"1015.00"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Manual Admin","Oriente Petrolero",1,"949.94"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Online Web","Apparel",1,"115.00"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Online Web","Boca Juniors",1,"115.00"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Online Web","Bolivia",1,"1399.90"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Online Web","EDM",1,"1399.90"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Online Web","Manchester United",1,"1015.00"
"0b98e8c01e6a468793b5996a5652ddd1db6a383c23f9bec45e984153970908c1","Online Web","Oriente Petrolero",1,"949.94"
"0bbc65b3a71646d2b4b957197ddeb048ca2994d753cbe45e815aeecd49672d5b","Manual Admin","Apparel",1,"119.99"
"0bbc65b3a71646d2b4b957197ddeb048ca2994d753cbe45e815aeecd49672d5b","Manual Admin","Italia",1,"119.99"
"0bbc65b3a71646d2b4b957197ddeb048ca2994d753cbe45e815aeecd49672d5b","Manual Admin","Oriente Petrolero",1,"2639.78"
"0bd6acb30350b57733843645adbf62b6cd78b316b680ce1b8ac7e5ec16ff105b","Online Web","Oriente Petrolero",1,"49.99"
"0be0443bf34fd15b267d1a9e83d10671dec5ccb4c9c4619089cd1428d83f3219","Manual Admin","Oriente Petrolero",2,"1999.84"
"0bffc9601691e754b53c0a870531770269c4125caba284b16b8f0dd8e9883bcb","Online Web","Argentina",1,"49.99"
"0c336ee560468daefd6d9c6fb27983d4d3b57985642eed00d0fce46325b0e1da","Online Web","River Plate",1,"79.99"
"0c45683f0be7c517741854f255e5db73959f2239949bf5a7b95af5f553463179","Online Web","Formula 1",3,"1783.84"
"0c6755ff145b2addfe5ae00555936dd7f992eb4927f60c0e5d4ec2c58ae97ede","Manual Admin","Real Madrid",1,"69.99"
"0c6c062c01964a9fe1e90bc8f626928ad9b472fa9a50ec8e8c2b17505bc44e04","Online Web","Oriente Petrolero",1,"75.00"
"0ca83f86174a55a57d9ec26e9b8ef1c02caba4c18afda18a056a098209ce9f18","Online Web","Oriente Petrolero",1,"599.96"
"0cb222223e0342f102ac06a8a9fc80f61b6b5f52659f5b1affd4200647edcc94","Other Channels","Oriente Petrolero",1,"779.94"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de","Manual Admin","Oriente Petrolero",1,"1159.86"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de","Manual Admin","PSG",1,"465.00"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de","Manual Admin","Real Madrid",1,"381.00"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de","Point of Sale","Oriente Petrolero",1,"1159.86"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de","Point of Sale","PSG",1,"465.00"
"0cc192cea24b4e7d5ec4e9641dd8309f7ec281f96cc08f9464db034df77012de","Point of Sale","Real Madrid",1,"381.00"
"0cd2f46467d1acc2c8bf0095469d06d986af76702f2b24156aa13be25a20855e","Manual Admin","PSG",1,"909.93"
"0cd6821ef7c57984eb2e8a88ef3a274717911191fc881e94254b120393be43d8","Manual Admin","Formula 1",1,"59.99"
"0cfa9ea4723c37e7156c7f0f1fe7826f20ec382f45ef7b1739c3be1a04311334","Manual Admin","Argentina",1,"149.97"
"0d2ede54517e453c1fe0748624fc4b828a869c631fc341b26c1df8f0d0acd013","Manual Admin","PSG",1,"199.96"
"0d30eac32a326f4611ff1534df5af5bd431d9b0736bf8aea737b2dfa7e66867a","Other Channels","Oriente Petrolero",1,"909.93"
"0d4e4627e69840e9fb31862ce9095c9545db5b5b128a699c64120af8c4e140f4","Manual Admin","Oriente Petrolero",1,"399.92"
"0d5d423005aeee53f33240cc2d335082763bf006fb0d2903f65e97a796bf1f0f","Manual Admin","Oriente Petrolero",1,"45.00"
"0d5d423005aeee53f33240cc2d335082763bf006fb0d2903f65e97a796bf1f0f","Manual Admin","Other Trends",1,"387.00"
"0d5d423005aeee53f33240cc2d335082763bf006fb0d2903f65e97a796bf1f0f","Online Web","Oriente Petrolero",1,"45.00"
"0d62821f4032099bb691d09f403387dd2461ec220b1d2f2b2fd0dcb2ebf44940","Online Web","Oriente Petrolero",1,"39.99"
"0d787e7fcc8de93ed2df64cc801a98c3be37be9110222a68f220b33be29089e1","Online Web","Oriente Petrolero",1,"599.96"
"0d789f85483be7de73e16381393fcbc9966f006e4f2d8c91a362020dcdc1fe6f","Other Channels","Oriente Petrolero",1,"49.99"
"0d7eb571d4047fa35410d8c8bd1305a272d9551ac9ba139d83174f8cade31d53","Online Web","Oriente Petrolero",1,"29.99"
"0d8dfe7b1e0b8a7454c35bc5f89f273d88c9a014aef93d706f7b56900ab42963","Online Web","Better Call Saul",1,"959.92"
"0d9941452032e61d5617553afd0ca749f540922ca65c5063e5898c1dfc4111ac","Online Web","Oriente Petrolero",1,"49.99"
"0ddc4a9248e8ff01c6bc386bf73e31b952b9d2e66aaf5d13010dccedaf94a31b","Manual Admin","Real Madrid",2,"735.00"
"0df62d3b9276f07c85a6117980162f3d9539da71bed7b7ca878c65f3bd49051f","Online Web","Oriente Petrolero",1,"840.00"
"0dfb577a073c383847346c35a9edfd68043f43e72cf78572beeae4b80ddf9222","Manual Admin","Oriente Petrolero",1,"849.83"
"0e10f66585e13ec02498d8f8a27cfb1da7dc53b9e0f68f553e76c93c58558822","Online Web","Oriente Petrolero",1,"779.97"
"0e1bccda706aaf62e82923d429ff1ae587be094ab0356f902ed536062a756ad1","Online Web","Oriente Petrolero",1,"999.90"
"0e26549e10fca453dd4a4f2098da553963d734c50f9a9a53c2fe415936ffb4ec","Manual Admin","Chelsea",1,"419.97"
"0e26549e10fca453dd4a4f2098da553963d734c50f9a9a53c2fe415936ffb4ec","Manual Admin","Oriente Petrolero",1,"774.94"
"0e26549e10fca453dd4a4f2098da553963d734c50f9a9a53c2fe415936ffb4ec","Point of Sale","Chelsea",1,"419.97"
"0e26549e10fca453dd4a4f2098da553963d734c50f9a9a53c2fe415936ffb4ec","Point of Sale","Oriente Petrolero",1,"774.94"
"0e316326e079b7ce893b7061856b8933f9f8034c8d58f79986c6c116f16d4e8e","Other Channels","Oriente Petrolero",1,"1564.88"
"0e383a7defbd0253e01824c49a1bb117340fe76b74745870cb8b9cb34fab5ea9","Online Web","Oriente Petrolero",1,"60.00"
"0e6ca057762bac1d464e1174954722f63aaaa10b7c3232bf0d8fab24ff7b6a27","Manual Admin","Oriente Petrolero",1,"49.99"
"0e6ca057762bac1d464e1174954722f63aaaa10b7c3232bf0d8fab24ff7b6a27","Online Web","Oriente Petrolero",1,"935.92"
"0e70343446dad61fff855aa5e8827f7b2319f7e141f4d14dfad60807ef105e5b","Online Web","El Señor de los Anillos",1,"599.96"
"0e70343446dad61fff855aa5e8827f7b2319f7e141f4d14dfad60807ef105e5b","Online Web","Juventus",1,"599.96"
"0e70343446dad61fff855aa5e8827f7b2319f7e141f4d14dfad60807ef105e5b","Online Web","Other Trends",1,"49.99"
"0e912c4885b4c0addb7cde6c38b228fa4de543c4dc711ba2e42219ebd1dc0337","Online Web","Oriente Petrolero",1,"1399.86"
"0e912c4885b4c0addb7cde6c38b228fa4de543c4dc711ba2e42219ebd1dc0337","Other Channels","Oriente Petrolero",1,"239.96"
"0ea05a9d3afcb931064317b7805a759ea1cae5a88a8f19858d2332a964cb861f","Online Web","Oriente Petrolero",1,"519.89"
"0ea37e611210320a5e12b3f4bedb87f49e48611efd4547f6ce096724254f9bbf","Online Web","Oriente Petrolero",1,"479.96"
"0eca73abf7040c9640f307dce03dfe63e61f54c10637d6cf1f317f40ef362c99","Online Web","Oriente Petrolero",1,"69.99"
"0ef9bef64d9e0e3c331cddf145b89717c3947945be9e1d8ef993e602473a6268","Manual Admin","Oriente Petrolero",1,"68.00"
"0ef9bef64d9e0e3c331cddf145b89717c3947945be9e1d8ef993e602473a6268","Online Web","Oriente Petrolero",1,"119.97"
"0f006e2628ddc51bffa5f2e1a1bfdec8c920d9e139da1db19dfff1e8525a61a0","Online Web","Apparel",1,"69.99"
"0f006e2628ddc51bffa5f2e1a1bfdec8c920d9e139da1db19dfff1e8525a61a0","Online Web","Boca Juniors",1,"109.98"
"0f006e2628ddc51bffa5f2e1a1bfdec8c920d9e139da1db19dfff1e8525a61a0","Online Web","Oriente Petrolero",1,"279.96"
"0f26b49e43fa9db6b4369d8892f0e7e5101f5bbe5af793b78f4146327f17c63a","Manual Admin","Liverpool",1,"69.99"
"0f27d439963eb09ce96a60f987d8be6e1039f07c00613505adae4628be632778","Manual Admin","Barcelona",1,"794.97"
"0f27d439963eb09ce96a60f987d8be6e1039f07c00613505adae4628be632778","Manual Admin","Oriente Petrolero",1,"460.00"
"0f27d439963eb09ce96a60f987d8be6e1039f07c00613505adae4628be632778","Online Web","Barcelona",1,"794.97"
"0f27d439963eb09ce96a60f987d8be6e1039f07c00613505adae4628be632778","Online Web","Oriente Petrolero",1,"460.00"
"0f2a4e8dc2789ced33b339cf32b33ea33ce96a12c82f48ab38897724dcb58ce2","Manual Admin","Oriente Petrolero",2,"719.84"
"0f2a4e8dc2789ced33b339cf32b33ea33ce96a12c82f48ab38897724dcb58ce2","Online Web","Oriente Petrolero",1,"169.99"
"0f320de9ca5fc564e8d4ee01e8c6d1d02bb5415c52828545a1e9c6e75d9afd5c","Online Web","Game of Thrones",1,"129.99"
"0f4b228abb79ec51769db66b2dbfd1ff60c0d6473a9218ad44f13f09f33cc239","Manual Admin","Barcelona",1,"379.98"
"0f4b228abb79ec51769db66b2dbfd1ff60c0d6473a9218ad44f13f09f33cc239","Manual Admin","Oriente Petrolero",1,"1809.92"
"0f4b228abb79ec51769db66b2dbfd1ff60c0d6473a9218ad44f13f09f33cc239","Other Channels","Barcelona",1,"379.98"
"0f4b228abb79ec51769db66b2dbfd1ff60c0d6473a9218ad44f13f09f33cc239","Other Channels","Oriente Petrolero",1,"1809.92"
"0f5ce86ba1927a2165c1a7f4b71c71530764b7643aaf06215b0cd29c780ccab9","Manual Admin","Oriente Petrolero",1,"879.92"
"0f5ce86ba1927a2165c1a7f4b71c71530764b7643aaf06215b0cd29c780ccab9","Manual Admin","Tenis",1,"836.57"
"0f5ce86ba1927a2165c1a7f4b71c71530764b7643aaf06215b0cd29c780ccab9","Online Web","Oriente Petrolero",1,"879.92"
"0f5ce86ba1927a2165c1a7f4b71c71530764b7643aaf06215b0cd29c780ccab9","Online Web","Tenis",1,"836.57"
"0f6715b160de76db08b322173a3c230f673edc8daa70ed21515871fc41d67574","Online Web","Oriente Petrolero",1,"69.99"
"0f6715b160de76db08b322173a3c230f673edc8daa70ed21515871fc41d67574","Other Channels","Oriente Petrolero",1,"69.99"
"0f7c9bd8411d48545c1eb9d6d17aab17d5b42babae24b5f2f9eb4b9252493203","Other Channels","Oriente Petrolero",1,"839.94"
"0f8138be213cfc126c32116900350edab21809bb6f06d93bd926f3fe1fd889d3","Online Web","Bolivia",1,"839.94"
"0f8138be213cfc126c32116900350edab21809bb6f06d93bd926f3fe1fd889d3","Online Web","Oriente Petrolero",1,"889.92"
"0f8138be213cfc126c32116900350edab21809bb6f06d93bd926f3fe1fd889d3","Point of Sale","Bolivia",1,"839.94"
"0f8138be213cfc126c32116900350edab21809bb6f06d93bd926f3fe1fd889d3","Point of Sale","Oriente Petrolero",1,"889.92"
"0f8e1c5803395687a81acab523e4635fca742cb57cc3a54d525f7e80f2c6099c","Online Web","Oriente Petrolero",2,"497.95"
"1011bee7dac9e332f9c0e1bb3bcd8f4194cd5cbf799b10541bcbae6045c545ee","Manual Admin","Oriente Petrolero",1,"140.00"
"103f5e7e0ac1a55f578181c78c570d0b5b415dc5385cadb6880d4fb447c9cf45","Online Web","Oriente Petrolero",1,"1999.80"
"104fb94d9871fbf12422eee8732f693324e4ee925a307d48701aa1a4c35ca8e7","Online Web","Oriente Petrolero",1,"979.93"
"10639735601ae5f37ee7f32fc24fc8d193c8a2dc54202a08831dc72f1eacc577","Online Web","Oriente Petrolero",1,"750.00"
"108423943804a1874ec4dca11a8083656b30a788bc2d976d3699dd6474ed433b","Manual Admin","Oriente Petrolero",1,"839.97"
"109ad52879a25be03a662ec0a1bb54ee2a5fa3402982ed66780774daaf94db26","Manual Admin","Tenis",1,"69.99"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208","Online Web","Juventus",1,"59.99"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208","Online Web","Oriente Petrolero",1,"159.99"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208","Online Web","Real Madrid",1,"419.98"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208","Point of Sale","Juventus",1,"59.99"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208","Point of Sale","Oriente Petrolero",1,"159.99"
"10bcaed7639f9b59592d3c049bef6dc6a2a49aae7d52a08e6b281943d5878208","Point of Sale","Real Madrid",1,"419.98"
"10ce9c0a99644370e5a31a151e52df92efed330a9c1507d3a8c73ccdca45dd29","Manual Admin","Formula 1",1,"59.99"
"10d815f757a35e9df2393d7bc4aba49d295b28d2e3cbb2b1b3154ea99adedeab","Online Web","PSG",1,"839.94"
"10dbc1b177a40e4710b07e25ce802cdf92c66a1fcc1b5a04e4aac5b7944857f4","Manual Admin","Oriente Petrolero",1,"1399.90"
"10e7848c48a8699bac10cfc0252a1e9de07c2279999ad5ea41b0d7317e4cfe58","Other Channels","Oriente Petrolero",1,"1759.87"
"10ea06852ce78ff53ff4d40f4e5a0dc819ac61d0851034855d21e02ddad18c92","Manual Admin","Juventus",1,"59.99"
"10ea06852ce78ff53ff4d40f4e5a0dc819ac61d0851034855d21e02ddad18c92","Manual Admin","Liverpool",1,"179.97"
"1107dd9249aadf747c51da35c08be3be6fd5d20346adfd0eae111df2a94ec18a","Manual Admin","Oriente Petrolero",1,"159.98"
"110dcc345adefda5242e6e41dd8da7ba39d4a9e65e25facbeba7babd0e35ec4a","Online Web","Oriente Petrolero",1,"39.99"
"111fcd6434d13c000436e9732f013a6ec34d05bbff100a3a1a3bcbd6a25917ef","Online Web","Real Madrid",1,"539.96"
"112747240101578455457de77d71d973c9898ac5cdd0d085b3a9a65876c8c3a2","Online Web","Oriente Petrolero",1,"979.93"
"112faf1ae81b4f03d7279c36f7eebefbd114e83bf641858fcbdf3b6f1d669583","Point of Sale","Argentina",1,"314.00"
"11326a4540f0f92e211d7366a23a73470c6ade6f9aa6f055db65726eed2c2512","Manual Admin","Formula 1",1,"1299.95"
"114f6c52ea339923740dd4d02fa9cadc6635692eb26a4427391c5165984083f1","Point of Sale","Apparel",1,"319.98"
"114f6c52ea339923740dd4d02fa9cadc6635692eb26a4427391c5165984083f1","Point of Sale","Oriente Petrolero",1,"4159.72"
"114f6c52ea339923740dd4d02fa9cadc6635692eb26a4427391c5165984083f1","Point of Sale","River Plate",1,"319.98"
"11671fcfa0a7a7f39ccccc3ec9cdfcd3b9e5bb87d1437c48447cf1c3788bd171","Manual Admin","Oriente Petrolero",2,"959.88"
"11671fcfa0a7a7f39ccccc3ec9cdfcd3b9e5bb87d1437c48447cf1c3788bd171","Online Web","Oriente Petrolero",2,"169.99"
