niche_a,niche_b,channel_name,shared_customers_count,overlap_percentage
Chelsea,Better Call Saul,Point of Sale,1,1.20
Chelsea,Daddy Yankee,Point of Sale,1,1.20
Chelsea,Harry Styles,Point of Sale,1,1.20
Chelsea,Argentina,Manual Admin,1,1.20
Chelsea,Brasil,Manual Admin,1,1.20
Chelsea,España,Manual Admin,1,1.20
Chelsea,Better Call Saul,Manual Admin,1,1.20
Chelsea,Daddy Yankee,Manual Admin,1,1.20
Chelsea,Harry Styles,Manual Admin,1,1.20
Chelsea,Élite,Online Web,1,1.20
Chelsea,Belgica,Online Web,1,1.20
Chelsea,Croacia,Online Web,1,1.20
Chelsea,Game of Thrones,Online Web,1,1.20
Chelsea,Uruguay,Online Web,1,1.20
Chelsea,Inglaterra,Other Channels,1,1.20
Chelsea,Portugal,Other Channels,1,1.20
Chelsea,Bayern Münich,Other Channels,1,1.20
Chelsea,BTS,Other Channels,1,1.20
Chelsea,Francia,Other Channels,1,1.20
Chelsea,Manchester United,Other Channels,1,1.20
Chelsea,Tenis,Other Channels,1,1.20
Chelsea,Alemania,Other Channels,1,1.20
Chelsea,Boca Juniors,Other Channels,1,1.20
Chelsea,EDM,Other Channels,1,1.20
Chelsea,Breaking Bad Universe,Point of Sale,1,1.20
Chelsea,Formula 1,Point of Sale,1,1.20
Chelsea,River Plate,Point of Sale,1,1.20
Chelsea,Blackpink,Point of Sale,1,1.20
Chelsea,Dr. Strange,Point of Sale,1,1.20
Chelsea,Holanda,Point of Sale,1,1.20
Chelsea,Other Trends,Point of Sale,1,1.20
Chelsea,Breaking Bad Universe,Manual Admin,1,1.20
Chelsea,Formula 1,Manual Admin,1,1.20
Chelsea,Blackpink,Manual Admin,1,1.20
Chelsea,Dr. Strange,Manual Admin,1,1.20
Chelsea,Holanda,Manual Admin,1,1.20
Chelsea,Other Trends,Manual Admin,1,1.20
Chelsea,Brasil,Online Web,1,1.20
Chelsea,España,Online Web,1,1.20
Chelsea,Better Call Saul,Online Web,1,1.20
Chelsea,Daddy Yankee,Online Web,1,1.20
Chelsea,Harry Styles,Online Web,1,1.20
Chelsea,Apparel,Other Channels,1,1.20
Chelsea,Bolivia,Other Channels,1,1.20
Chelsea,Élite,Other Channels,1,1.20
Chelsea,Italia,Other Channels,1,1.20
Chelsea,Belgica,Other Channels,1,1.20
Chelsea,Croacia,Other Channels,1,1.20
Chelsea,Game of Thrones,Other Channels,1,1.20
Chelsea,Uruguay,Other Channels,1,1.20
Chelsea,EDM,Point of Sale,1,1.20
Chelsea,Inglaterra,Point of Sale,1,1.20
Chelsea,Portugal,Point of Sale,1,1.20
Chelsea,Bayern Münich,Point of Sale,1,1.20
Chelsea,BTS,Point of Sale,1,1.20
Chelsea,Francia,Point of Sale,1,1.20
Chelsea,Tenis,Point of Sale,1,1.20
Chelsea,Alemania,Point of Sale,1,1.20
Chelsea,Bayern Münich,Manual Admin,1,1.20
Chelsea,BTS,Manual Admin,1,1.20
Chelsea,Francia,Manual Admin,1,1.20
Chelsea,EDM,Manual Admin,1,1.20
Chelsea,Portugal,Manual Admin,1,1.20
Chelsea,Breaking Bad Universe,Online Web,1,1.20
Chelsea,Formula 1,Online Web,1,1.20
Chelsea,Blackpink,Online Web,1,1.20
Chelsea,Dr. Strange,Online Web,1,1.20
Chelsea,Holanda,Online Web,1,1.20
Juventus,Blackpink,Other Channels,1,1.19
Juventus,Daddy Yankee,Other Channels,1,1.19
Juventus,Harry Styles,Other Channels,1,1.19
Juventus,Other Trends,Other Channels,1,1.19
Juventus,Barcelona,Other Channels,1,1.19
Juventus,Breaking Bad Universe,Other Channels,1,1.19
Juventus,España,Other Channels,1,1.19
Juventus,River Plate,Other Channels,1,1.19
Juventus,Better Call Saul,Point of Sale,1,1.19
Juventus,Croacia,Point of Sale,1,1.19
Juventus,Game of Thrones,Point of Sale,1,1.19
Juventus,Argentina,Point of Sale,1,1.19
Juventus,Brasil,Point of Sale,1,1.19
Juventus,Élite,Point of Sale,1,1.19
Juventus,Better Call Saul,Manual Admin,1,1.19
Juventus,Croacia,Manual Admin,1,1.19
Juventus,Game of Thrones,Manual Admin,1,1.19
Juventus,Élite,Manual Admin,1,1.19
Juventus,Francia,Online Web,1,1.19
Juventus,NBA,Online Web,1,1.19
Juventus,Uruguay,Online Web,1,1.19
Juventus,EDM,Online Web,1,1.19
Juventus,Belgica,Online Web,1,1.19
Juventus,Alemania,Other Channels,1,1.19
Juventus,Boca Juniors,Other Channels,1,1.19
Juventus,Dr. Strange,Other Channels,1,1.19
Juventus,Holanda,Other Channels,1,1.19
Juventus,Portugal,Other Channels,1,1.19
Juventus,Bayern Münich,Other Channels,1,1.19
Juventus,BTS,Other Channels,1,1.19
Juventus,Formula 1,Other Channels,1,1.19
Juventus,Blackpink,Point of Sale,1,1.19
Juventus,Daddy Yankee,Point of Sale,1,1.19
Juventus,Harry Styles,Point of Sale,1,1.19
Juventus,Other Trends,Point of Sale,1,1.19
Juventus,Breaking Bad Universe,Point of Sale,1,1.19
Juventus,España,Point of Sale,1,1.19
Juventus,Blackpink,Manual Admin,1,1.19
Juventus,Daddy Yankee,Manual Admin,1,1.19
Juventus,Harry Styles,Manual Admin,1,1.19
Juventus,Breaking Bad Universe,Manual Admin,1,1.19
Juventus,España,Manual Admin,1,1.19
Juventus,Better Call Saul,Online Web,1,1.19
Juventus,Croacia,Online Web,1,1.19
Juventus,Game of Thrones,Online Web,1,1.19
Juventus,Brasil,Online Web,1,1.19
Juventus,Élite,Online Web,1,1.19
Juventus,Belgica,Other Channels,1,1.19
Juventus,Francia,Other Channels,1,1.19
Juventus,NBA,Other Channels,1,1.19
Juventus,Uruguay,Other Channels,1,1.19
Juventus,Bolivia,Other Channels,1,1.19
Juventus,EDM,Other Channels,1,1.19
Juventus,Inglaterra,Other Channels,1,1.19
Juventus,Formula 1,Point of Sale,1,1.19
Juventus,Tenis,Point of Sale,1,1.19
Juventus,Alemania,Point of Sale,1,1.19
Juventus,Dr. Strange,Point of Sale,1,1.19
Juventus,Holanda,Point of Sale,1,1.19
Juventus,Portugal,Point of Sale,1,1.19
Juventus,Bayern Münich,Point of Sale,1,1.19
Juventus,BTS,Point of Sale,1,1.19
Juventus,Dr. Strange,Manual Admin,1,1.19
Juventus,Holanda,Manual Admin,1,1.19
Juventus,Portugal,Manual Admin,1,1.19
Juventus,Bayern Münich,Manual Admin,1,1.19
Juventus,BTS,Manual Admin,1,1.19
Juventus,Blackpink,Online Web,1,1.19
Juventus,Daddy Yankee,Online Web,1,1.19
Juventus,Harry Styles,Online Web,1,1.19
Juventus,Breaking Bad Universe,Online Web,1,1.19
Juventus,España,Online Web,1,1.19
Juventus,Better Call Saul,Other Channels,1,1.19
Juventus,Croacia,Other Channels,1,1.19
Juventus,Game of Thrones,Other Channels,1,1.19
Juventus,Argentina,Other Channels,1,1.19
Juventus,Brasil,Other Channels,1,1.19
Juventus,Élite,Other Channels,1,1.19
Juventus,Italia,Other Channels,1,1.19
Juventus,Real Madrid,Other Channels,1,1.19
Juventus,Belgica,Point of Sale,1,1.19
Juventus,Chelsea,Point of Sale,1,1.19
Juventus,NBA,Point of Sale,1,1.19
Juventus,Uruguay,Point of Sale,1,1.19
Juventus,Apparel,Point of Sale,1,1.19
Juventus,Bolivia,Point of Sale,1,1.19
Juventus,EDM,Point of Sale,1,1.19
Juventus,Inglaterra,Point of Sale,1,1.19
Juventus,Uruguay,Manual Admin,1,1.19
Juventus,Apparel,Manual Admin,1,1.19
Juventus,Bolivia,Manual Admin,1,1.19
Juventus,EDM,Manual Admin,1,1.19
Juventus,Inglaterra,Manual Admin,1,1.19
Juventus,Belgica,Manual Admin,1,1.19
Juventus,Boca Juniors,Online Web,1,1.19
Juventus,Dr. Strange,Online Web,1,1.19
Juventus,Holanda,Online Web,1,1.19
Juventus,Portugal,Online Web,1,1.19
Juventus,Bayern Münich,Online Web,1,1.19
Juventus,BTS,Online Web,1,1.19
Oriente Petrolero,Liverpool,Online Web,23,1.18
Liverpool,Chelsea,Other Channels,1,1.16
Liverpool,Francia,Other Channels,1,1.16
Liverpool,NBA,Online Web,1,1.16
Liverpool,Uruguay,Online Web,1,1.16
Liverpool,Bolivia,Other Channels,1,1.16
Liverpool,EDM,Other Channels,1,1.16
Liverpool,Inglaterra,Other Channels,1,1.16
Liverpool,Belgica,Other Channels,1,1.16
Liverpool,Alemania,Point of Sale,1,1.16
Liverpool,Boca Juniors,Point of Sale,1,1.16
Liverpool,Dr. Strange,Point of Sale,1,1.16
Liverpool,Holanda,Point of Sale,1,1.16
Liverpool,Portugal,Other Channels,1,1.16
Liverpool,Bayern Münich,Point of Sale,1,1.16
Liverpool,BTS,Point of Sale,1,1.16
Liverpool,Formula 1,Point of Sale,1,1.16
Liverpool,Dr. Strange,Manual Admin,1,1.16
Liverpool,Holanda,Manual Admin,1,1.16
Liverpool,Other Trends,Point of Sale,1,1.16
Liverpool,Bayern Münich,Manual Admin,1,1.16
Liverpool,BTS,Manual Admin,1,1.16
Liverpool,Formula 1,Manual Admin,1,1.16
Liverpool,River Plate,Point of Sale,1,1.16
Liverpool,Blackpink,Online Web,1,1.16
Liverpool,Daddy Yankee,Online Web,1,1.16
Liverpool,Harry Styles,Online Web,1,1.16
Liverpool,Breaking Bad Universe,Online Web,1,1.16
Liverpool,España,Online Web,1,1.16
Liverpool,Better Call Saul,Other Channels,1,1.16
Liverpool,Croacia,Other Channels,1,1.16
Liverpool,Game of Thrones,Other Channels,1,1.16
Liverpool,Argentina,Other Channels,1,1.16
Liverpool,Brasil,Other Channels,1,1.16
Liverpool,Italia,Other Channels,1,1.16
Liverpool,Chelsea,Point of Sale,1,1.16
Liverpool,Francia,Point of Sale,1,1.16
Liverpool,NBA,Other Channels,1,1.16
Liverpool,Uruguay,Other Channels,1,1.16
Liverpool,EDM,Point of Sale,1,1.16
Liverpool,Inglaterra,Point of Sale,1,1.16
Liverpool,Belgica,Point of Sale,1,1.16
Liverpool,NASA,Other Channels,1,1.16
Liverpool,Tenis,Point of Sale,1,1.16
Liverpool,EDM,Manual Admin,1,1.16
Liverpool,Portugal,Point of Sale,1,1.16
Liverpool,Belgica,Manual Admin,1,1.16
Liverpool,Francia,Manual Admin,1,1.16
Liverpool,Boca Juniors,Online Web,1,1.16
Liverpool,Dr. Strange,Online Web,1,1.16
Liverpool,Holanda,Online Web,1,1.16
Liverpool,Portugal,Manual Admin,1,1.16
Liverpool,Bayern Münich,Online Web,1,1.16
Liverpool,BTS,Online Web,1,1.16
Liverpool,Formula 1,Online Web,1,1.16
Liverpool,Blackpink,Other Channels,1,1.16
Liverpool,Daddy Yankee,Other Channels,1,1.16
Liverpool,Harry Styles,Other Channels,1,1.16
Liverpool,Other Trends,Online Web,1,1.16
Liverpool,Barcelona,Other Channels,1,1.16
Liverpool,Breaking Bad Universe,Other Channels,1,1.16
Liverpool,España,Other Channels,1,1.16
Liverpool,Better Call Saul,Point of Sale,1,1.16
Liverpool,Croacia,Point of Sale,1,1.16
Liverpool,Game of Thrones,Point of Sale,1,1.16
Liverpool,Argentina,Point of Sale,1,1.16
Liverpool,Brasil,Point of Sale,1,1.16
Liverpool,Élite,Point of Sale,1,1.16
Liverpool,Italia,Point of Sale,1,1.16
Liverpool,Real Madrid,Other Channels,1,1.16
Liverpool,Better Call Saul,Manual Admin,1,1.16
Liverpool,Croacia,Manual Admin,1,1.16
Liverpool,Game of Thrones,Manual Admin,1,1.16
Liverpool,NBA,Point of Sale,1,1.16
Liverpool,Uruguay,Point of Sale,1,1.16
Liverpool,Argentina,Manual Admin,1,1.16
Liverpool,Élite,Manual Admin,1,1.16
Liverpool,Francia,Online Web,1,1.16
Liverpool,Uruguay,Manual Admin,1,1.16
Liverpool,EDM,Online Web,1,1.16
Liverpool,Inglaterra,Online Web,1,1.16
Liverpool,Belgica,Online Web,1,1.16
Liverpool,Alemania,Other Channels,1,1.16
Liverpool,Boca Juniors,Other Channels,1,1.16
Liverpool,Dr. Strange,Other Channels,1,1.16
Liverpool,Holanda,Other Channels,1,1.16
Liverpool,Portugal,Online Web,1,1.16
Liverpool,Bayern Münich,Other Channels,1,1.16
Liverpool,BTS,Other Channels,1,1.16
Liverpool,Formula 1,Other Channels,1,1.16
Liverpool,Blackpink,Point of Sale,1,1.16
Liverpool,Daddy Yankee,Point of Sale,1,1.16
Liverpool,Harry Styles,Point of Sale,1,1.16
Liverpool,Barcelona,Point of Sale,1,1.16
Liverpool,Breaking Bad Universe,Point of Sale,1,1.16
Liverpool,España,Point of Sale,1,1.16
Liverpool,River Plate,Other Channels,1,1.16
Liverpool,Blackpink,Manual Admin,1,1.16
Liverpool,Daddy Yankee,Manual Admin,1,1.16
Liverpool,Harry Styles,Manual Admin,1,1.16
Liverpool,Breaking Bad Universe,Manual Admin,1,1.16
Liverpool,España,Manual Admin,1,1.16
Liverpool,Better Call Saul,Online Web,1,1.16
Liverpool,Croacia,Online Web,1,1.16
Liverpool,Game of Thrones,Online Web,1,1.16
Liverpool,Brasil,Online Web,1,1.16
Liverpool,Élite,Online Web,1,1.16
Liverpool,Real Madrid,Manual Admin,1,1.16
Oriente Petrolero,Boca Juniors,Online Web,22,1.13
Oriente Petrolero,Chelsea,Online Web,22,1.13
Apparel,Dr. Strange,Point of Sale,1,1.09
Apparel,Holanda,Point of Sale,1,1.09
Apparel,Other Trends,Point of Sale,1,1.09
Apparel,Bayern Münich,Point of Sale,1,1.09
Apparel,BTS,Point of Sale,1,1.09
Apparel,Liverpool,Point of Sale,1,1.09
Apparel,River Plate,Point of Sale,1,1.09
Apparel,Holanda,Manual Admin,1,1.09
Apparel,Other Trends,Manual Admin,1,1.09
Apparel,Bayern Münich,Manual Admin,1,1.09
Apparel,BTS,Manual Admin,1,1.09
Apparel,Liverpool,Manual Admin,1,1.09
Apparel,Boca Juniors,Manual Admin,1,1.09
Apparel,Dr. Strange,Manual Admin,1,1.09
Apparel,Breaking Bad Universe,Online Web,1,1.09
Apparel,España,Online Web,1,1.09
Apparel,Daddy Yankee,Online Web,1,1.09
Apparel,Harry Styles,Online Web,1,1.09
Apparel,Argentina,Other Channels,1,1.09
Apparel,Brasil,Other Channels,1,1.09
Apparel,Élite,Other Channels,1,1.09
Apparel,Italia,Other Channels,1,1.09
Apparel,Better Call Saul,Other Channels,1,1.09
Apparel,Croacia,Other Channels,1,1.09
Apparel,Game of Thrones,Other Channels,1,1.09
Apparel,NBA,Other Channels,1,1.09
Apparel,Uruguay,Other Channels,1,1.09
Apparel,Alemania,Point of Sale,1,1.09
Apparel,Bolivia,Point of Sale,1,1.09
Apparel,EDM,Point of Sale,1,1.09
Apparel,Inglaterra,Point of Sale,1,1.09
Apparel,Portugal,Point of Sale,1,1.09
Apparel,Belgica,Point of Sale,1,1.09
Apparel,Chelsea,Point of Sale,1,1.09
Apparel,Francia,Point of Sale,1,1.09
Apparel,Manchester United,Point of Sale,1,1.09
Apparel,Tenis,Point of Sale,1,1.09
Apparel,Alemania,Manual Admin,1,1.09
Apparel,Inglaterra,Manual Admin,1,1.09
Apparel,Portugal,Manual Admin,1,1.09
Apparel,Belgica,Manual Admin,1,1.09
Apparel,Chelsea,Manual Admin,1,1.09
Apparel,Francia,Manual Admin,1,1.09
Apparel,Tenis,Manual Admin,1,1.09
Apparel,Dr. Strange,Online Web,1,1.09
Apparel,Holanda,Online Web,1,1.09
Apparel,Other Trends,Online Web,1,1.09
Apparel,Bayern Münich,Online Web,1,1.09
Apparel,BTS,Online Web,1,1.09
Apparel,Breaking Bad Universe,Other Channels,1,1.09
Apparel,España,Other Channels,1,1.09
Apparel,Real Madrid,Other Channels,1,1.09
Apparel,Blackpink,Other Channels,1,1.09
Apparel,Daddy Yankee,Other Channels,1,1.09
Apparel,Harry Styles,Other Channels,1,1.09
Apparel,Argentina,Point of Sale,1,1.09
Apparel,Brasil,Point of Sale,1,1.09
Apparel,Élite,Point of Sale,1,1.09
Apparel,Better Call Saul,Point of Sale,1,1.09
Apparel,Croacia,Point of Sale,1,1.09
Apparel,Game of Thrones,Point of Sale,1,1.09
Apparel,NBA,Point of Sale,1,1.09
Apparel,Uruguay,Point of Sale,1,1.09
Apparel,Argentina,Manual Admin,1,1.09
Apparel,Brasil,Manual Admin,1,1.09
Apparel,Élite,Manual Admin,1,1.09
Apparel,PSG,Manual Admin,1,1.09
Apparel,Better Call Saul,Manual Admin,1,1.09
Apparel,Croacia,Manual Admin,1,1.09
Apparel,Game of Thrones,Manual Admin,1,1.09
Apparel,NBA,Manual Admin,1,1.09
Apparel,Uruguay,Manual Admin,1,1.09
Apparel,Alemania,Online Web,1,1.09
Apparel,Inglaterra,Online Web,1,1.09
Apparel,Portugal,Online Web,1,1.09
Apparel,Belgica,Online Web,1,1.09
Apparel,Francia,Online Web,1,1.09
Apparel,Dr. Strange,Other Channels,1,1.09
Apparel,Holanda,Other Channels,1,1.09
Apparel,Other Trends,Other Channels,1,1.09
Apparel,Bayern Münich,Other Channels,1,1.09
Apparel,BTS,Other Channels,1,1.09
Apparel,Formula 1,Other Channels,1,1.09
Apparel,Barcelona,Point of Sale,1,1.09
Apparel,Breaking Bad Universe,Point of Sale,1,1.09
Apparel,España,Point of Sale,1,1.09
Apparel,Juventus,Point of Sale,1,1.09
Apparel,Real Madrid,Point of Sale,1,1.09
Apparel,Blackpink,Point of Sale,1,1.09
Apparel,Daddy Yankee,Point of Sale,1,1.09
Apparel,Harry Styles,Point of Sale,1,1.09
Apparel,Barcelona,Manual Admin,1,1.09
Apparel,Breaking Bad Universe,Manual Admin,1,1.09
Apparel,España,Manual Admin,1,1.09
Apparel,Juventus,Manual Admin,1,1.09
Apparel,Real Madrid,Manual Admin,1,1.09
Apparel,Blackpink,Manual Admin,1,1.09
Apparel,Daddy Yankee,Manual Admin,1,1.09
Apparel,Harry Styles,Manual Admin,1,1.09
Apparel,Argentina,Online Web,1,1.09
Apparel,Brasil,Online Web,1,1.09
Apparel,Élite,Online Web,1,1.09
Apparel,Italia,Online Web,1,1.09
Apparel,Better Call Saul,Online Web,1,1.09
Apparel,Croacia,Online Web,1,1.09
Apparel,NBA,Online Web,1,1.09
Apparel,Uruguay,Online Web,1,1.09
Apparel,Alemania,Other Channels,1,1.09
Apparel,Bolivia,Other Channels,1,1.09
Apparel,EDM,Other Channels,1,1.09
Apparel,Inglaterra,Other Channels,1,1.09
Apparel,Portugal,Other Channels,1,1.09
Apparel,Belgica,Other Channels,1,1.09
Apparel,Chelsea,Other Channels,1,1.09
Apparel,Francia,Other Channels,1,1.09
Apparel,Manchester United,Other Channels,1,1.09
Boca Juniors,Bayern Münich,Online Web,1,1.08
Boca Juniors,Francia,Online Web,1,1.08
Boca Juniors,Tenis,Online Web,1,1.08
Boca Juniors,Alemania,Online Web,1,1.08
Boca Juniors,EDM,Online Web,1,1.08
Boca Juniors,Inglaterra,Online Web,1,1.08
Boca Juniors,Portugal,Online Web,1,1.08
Boca Juniors,Formula 1,Other Channels,1,1.08
Boca Juniors,Liverpool,Other Channels,1,1.08
Boca Juniors,Blackpink,Other Channels,1,1.08
Boca Juniors,Dr. Strange,Other Channels,1,1.08
Boca Juniors,Holanda,Other Channels,1,1.08
Boca Juniors,Other Trends,Other Channels,1,1.08
Boca Juniors,Barcelona,Other Channels,1,1.08
Boca Juniors,BTS,Other Channels,1,1.08
Boca Juniors,Better Call Saul,Point of Sale,1,1.08
Boca Juniors,Daddy Yankee,Point of Sale,1,1.08
Boca Juniors,Harry Styles,Point of Sale,1,1.08
Boca Juniors,Breaking Bad Universe,Point of Sale,1,1.08
Boca Juniors,España,Point of Sale,1,1.08
Boca Juniors,Better Call Saul,Manual Admin,1,1.08
Boca Juniors,Daddy Yankee,Manual Admin,1,1.08
Boca Juniors,Harry Styles,Manual Admin,1,1.08
Boca Juniors,Breaking Bad Universe,Manual Admin,1,1.08
Boca Juniors,España,Manual Admin,1,1.08
Boca Juniors,Belgica,Online Web,1,1.08
Boca Juniors,Croacia,Online Web,1,1.08
Boca Juniors,NBA,Online Web,1,1.08
Boca Juniors,Uruguay,Online Web,1,1.08
Boca Juniors,Élite,Online Web,1,1.08
Boca Juniors,Italia,Online Web,1,1.08
Boca Juniors,Bayern Münich,Other Channels,1,1.08
Boca Juniors,Chelsea,Other Channels,1,1.08
Boca Juniors,Francia,Other Channels,1,1.08
Boca Juniors,Tenis,Other Channels,1,1.08
Boca Juniors,Alemania,Other Channels,1,1.08
Boca Juniors,EDM,Other Channels,1,1.08
Boca Juniors,Inglaterra,Other Channels,1,1.08
Boca Juniors,Portugal,Other Channels,1,1.08
Boca Juniors,Formula 1,Point of Sale,1,1.08
Boca Juniors,Liverpool,Point of Sale,1,1.08
Boca Juniors,Blackpink,Point of Sale,1,1.08
Boca Juniors,Dr. Strange,Point of Sale,1,1.08
Boca Juniors,Holanda,Point of Sale,1,1.08
Boca Juniors,Other Trends,Point of Sale,1,1.08
Boca Juniors,BTS,Point of Sale,1,1.08
Boca Juniors,Blackpink,Manual Admin,1,1.08
Boca Juniors,Dr. Strange,Manual Admin,1,1.08
Boca Juniors,Holanda,Manual Admin,1,1.08
Boca Juniors,Other Trends,Manual Admin,1,1.08
Boca Juniors,BTS,Manual Admin,1,1.08
Boca Juniors,Better Call Saul,Online Web,1,1.08
Boca Juniors,Daddy Yankee,Online Web,1,1.08
Boca Juniors,Harry Styles,Online Web,1,1.08
Boca Juniors,Argentina,Online Web,1,1.08
Boca Juniors,Breaking Bad Universe,Online Web,1,1.08
Boca Juniors,España,Online Web,1,1.08
Boca Juniors,Belgica,Other Channels,1,1.08
Boca Juniors,Croacia,Other Channels,1,1.08
Boca Juniors,Game of Thrones,Other Channels,1,1.08
Boca Juniors,NBA,Other Channels,1,1.08
Boca Juniors,Uruguay,Other Channels,1,1.08
Boca Juniors,Élite,Other Channels,1,1.08
Boca Juniors,Italia,Other Channels,1,1.08
Boca Juniors,Bayern Münich,Point of Sale,1,1.08
Boca Juniors,Francia,Point of Sale,1,1.08
Boca Juniors,Tenis,Point of Sale,1,1.08
Boca Juniors,Alemania,Point of Sale,1,1.08
Boca Juniors,Bolivia,Point of Sale,1,1.08
Boca Juniors,EDM,Point of Sale,1,1.08
Boca Juniors,Inglaterra,Point of Sale,1,1.08
Boca Juniors,Portugal,Point of Sale,1,1.08
Boca Juniors,Francia,Manual Admin,1,1.08
Boca Juniors,Alemania,Manual Admin,1,1.08
Boca Juniors,Inglaterra,Manual Admin,1,1.08
Boca Juniors,Portugal,Manual Admin,1,1.08
Boca Juniors,Bayern Münich,Manual Admin,1,1.08
Boca Juniors,Liverpool,Online Web,1,1.08
Boca Juniors,Dr. Strange,Online Web,1,1.08
Boca Juniors,Holanda,Online Web,1,1.08
Boca Juniors,Other Trends,Online Web,1,1.08
Boca Juniors,Barcelona,Online Web,1,1.08
Boca Juniors,BTS,Online Web,1,1.08
Boca Juniors,Daddy Yankee,Other Channels,1,1.08
Boca Juniors,Harry Styles,Other Channels,1,1.08
Boca Juniors,Breaking Bad Universe,Other Channels,1,1.08
Boca Juniors,España,Other Channels,1,1.08
Boca Juniors,Juventus,Other Channels,1,1.08
Boca Juniors,Real Madrid,Other Channels,1,1.08
Boca Juniors,Belgica,Point of Sale,1,1.08
Boca Juniors,Croacia,Point of Sale,1,1.08
Boca Juniors,Game of Thrones,Point of Sale,1,1.08
Boca Juniors,NBA,Point of Sale,1,1.08
Boca Juniors,Uruguay,Point of Sale,1,1.08
Boca Juniors,Brasil,Point of Sale,1,1.08
Boca Juniors,Élite,Point of Sale,1,1.08
Boca Juniors,Italia,Point of Sale,1,1.08
Boca Juniors,Belgica,Manual Admin,1,1.08
Boca Juniors,Croacia,Manual Admin,1,1.08
Boca Juniors,Game of Thrones,Manual Admin,1,1.08
Boca Juniors,NBA,Manual Admin,1,1.08
Boca Juniors,Uruguay,Manual Admin,1,1.08
Boca Juniors,Apparel,Manual Admin,1,1.08
Boca Juniors,Brasil,Manual Admin,1,1.08
Boca Juniors,Élite,Manual Admin,1,1.08
Oriente Petrolero,PSG,Online Web,21,1.07
Oriente Petrolero,PSG,Point of Sale,20,1.02
Oriente Petrolero,Chelsea,Manual Admin,20,1.02
Oriente Petrolero,Manchester United,Point of Sale,19,0.97
Oriente Petrolero,PSG,Manual Admin,18,0.92
Oriente Petrolero,River Plate,Manual Admin,18,0.92
Oriente Petrolero,Juventus,Online Web,17,0.87
Oriente Petrolero,Real Madrid,Other Channels,17,0.87
Formula 1,Boca Juniors,Online Web,2,0.85
Formula 1,Bayern Münich,Online Web,2,0.85
Formula 1,Manchester United,Online Web,2,0.85
Formula 1,Holanda,Other Channels,2,0.85
Formula 1,Harry Styles,Manual Admin,2,0.85
Formula 1,Brasil,Manual Admin,2,0.85
Formula 1,Juventus,Manual Admin,2,0.85
Formula 1,Better Call Saul,Manual Admin,2,0.85
Formula 1,Apparel,Online Web,2,0.85
Formula 1,Bolivia,Online Web,2,0.85
Formula 1,PSG,Manual Admin,2,0.85
Formula 1,Belgica,Online Web,2,0.85
Formula 1,Alemania,Other Channels,2,0.85
Formula 1,Portugal,Online Web,2,0.85
Formula 1,Bayern Münich,Other Channels,2,0.85
Formula 1,Manchester United,Other Channels,2,0.85
Formula 1,Harry Styles,Online Web,2,0.85
Formula 1,Juventus,Online Web,2,0.85
Formula 1,Real Madrid,Manual Admin,2,0.85
Formula 1,Bolivia,Other Channels,2,0.85
Formula 1,Belgica,Other Channels,2,0.85
Formula 1,Boca Juniors,Point of Sale,2,0.85
Formula 1,Portugal,Other Channels,2,0.85
Formula 1,Alemania,Manual Admin,2,0.85
Formula 1,Boca Juniors,Manual Admin,2,0.85
Formula 1,Manchester United,Manual Admin,2,0.85
Formula 1,Holanda,Online Web,2,0.85
Formula 1,Other Trends,Manual Admin,2,0.85
Formula 1,River Plate,Manual Admin,2,0.85
Formula 1,Juventus,Other Channels,2,0.85
Tenis,España,Online Web,1,0.82
Tenis,Real Madrid,Online Web,1,0.82
Manchester United,Blackpink,Online Web,1,0.82
Manchester United,Daddy Yankee,Online Web,1,0.82
Manchester United,Harry Styles,Online Web,1,0.82
Manchester United,Other Trends,Online Web,1,0.82
Tenis,Blackpink,Online Web,1,0.82
Tenis,Daddy Yankee,Online Web,1,0.82
Tenis,Harry Styles,Online Web,1,0.82
Manchester United,Breaking Bad Universe,Online Web,1,0.82
Manchester United,España,Online Web,1,0.82
Manchester United,River Plate,Online Web,1,0.82
Tenis,Breaking Bad Universe,Online Web,1,0.82
Manchester United,Better Call Saul,Other Channels,1,0.82
Manchester United,Croacia,Other Channels,1,0.82
Manchester United,Game of Thrones,Other Channels,1,0.82
Tenis,Better Call Saul,Other Channels,1,0.82
Tenis,Croacia,Other Channels,1,0.82
Tenis,Game of Thrones,Other Channels,1,0.82
Tenis,NBA,Other Channels,1,0.82
Manchester United,Brasil,Other Channels,1,0.82
Manchester United,Élite,Other Channels,1,0.82
Manchester United,Italia,Other Channels,1,0.82
Tenis,Argentina,Other Channels,1,0.82
Tenis,Brasil,Other Channels,1,0.82
Tenis,Italia,Other Channels,1,0.82
Manchester United,Francia,Point of Sale,1,0.82
Manchester United,NBA,Point of Sale,1,0.82
Manchester United,Uruguay,Point of Sale,1,0.82
Tenis,Belgica,Point of Sale,1,0.82
Tenis,Chelsea,Point of Sale,1,0.82
Tenis,Francia,Point of Sale,1,0.82
Tenis,Uruguay,Point of Sale,1,0.82
Manchester United,EDM,Point of Sale,1,0.82
Manchester United,Inglaterra,Point of Sale,1,0.82
Tenis,Apparel,Point of Sale,1,0.82
Tenis,Bolivia,Point of Sale,1,0.82
Tenis,EDM,Point of Sale,1,0.82
Tenis,Inglaterra,Point of Sale,1,0.82
Tenis,Portugal,Point of Sale,1,0.82
